id_model;id;make;model;orin;qf;size0;size1
6012702079;2971316412;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;2432770824;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;0792014992;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;6356253514;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;1514459785;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;5809357400;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;8527754546;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;1014324237;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;2575513938;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;3093706747;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;0595598448;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;0684961571;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;5126052654;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;3304741344;Apple;iPhone 5s;1;95.0;3264;2448
6012702079;7514485441;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;8381539895;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;7747777023;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;8640116592;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;1226638923;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;9895273545;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;6706131922;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;2341088824;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;3465567615;Apple;iPhone 5s;1;97.0;3264;2448
6012702079;5172347400;Apple;iPhone 5s;1;97.0;3264;2448
2985242251;8068224892;Apple;iPhone 6 Plus;1;95.0;3264;2448
2985242251;6966269410;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;8497758798;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;0408919859;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;0422107871;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;9178123021;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;3629786676;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;7153866522;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;3004974300;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;2847233334;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;3101468981;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;4267333809;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;0507347470;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;2258811795;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;3922502823;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;0374521407;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;7468753403;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;1885521790;Apple;iPhone 6 Plus;6;95.0;3264;2448
2985242251;3330574676;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;9737338153;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;8245349000;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;8582958091;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;1664467551;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;9204605187;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;5254499992;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;5908050153;Apple;iPhone 6 Plus;1;97.0;3264;2448
2985242251;0668773348;Apple;iPhone 6 Plus;6;97.0;3264;2448
2985242251;5065137991;Apple;iPhone 6 Plus;1;97.0;3264;2448
1025395973;8739403266;Apple;iPhone 6s;1;96.0;4032;3024
1025395973;2015417173;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;5879754856;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;2794206692;Apple;iPhone 6s;3;95.0;4032;3024
1025395973;7039705065;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;6859229612;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;6628602645;Apple;iPhone 6s;3;95.0;4032;3024
1025395973;1423942353;Apple;iPhone 6s;3;95.0;4032;3024
1025395973;4723664321;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;6684856296;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;7860083874;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;0257499107;Apple;iPhone 6s;1;96.0;4032;3024
1025395973;9834105258;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;8851230733;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;3031191635;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;2241571437;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;3463137357;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;1360352153;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;0067376879;Apple;iPhone 6s;1;96.0;4032;3024
1025395973;6713098526;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;8286878526;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;1398137688;Apple;iPhone 6s;1;98.0;4032;3024
1025395973;6651739972;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;7294432244;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;9197650884;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;7019765667;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;9075122174;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;6057679569;Apple;iPhone 6s;3;95.0;4032;3024
1025395973;9616745172;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;8051763678;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;4618963968;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;0693553939;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;9978498760;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;7329481847;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;3747672404;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;0655578783;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;6846613810;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;4916458964;Apple;iPhone 6s;3;95.0;4032;3024
1025395973;2308278466;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;9916078315;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;6141656987;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;1284422028;Apple;iPhone 6s;6;96.0;4032;3024
1025395973;7613372512;Apple;iPhone 6s;3;96.0;4032;3024
1025395973;2888451247;Apple;iPhone 6s;3;96.0;4032;3024
7612056208;1674243597;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;3422262281;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0647738028;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8878026449;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9325040961;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6150269375;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1022748815;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9257350124;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0046645997;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;5949228392;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0788525096;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;2672456477;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8900408568;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8125648736;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4647145318;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;5966253141;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8814588688;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;5021411160;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;5713251851;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4013476971;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6188979717;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6763389843;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1640623630;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6195160290;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;8685852784;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1409903269;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9442181425;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;3670176968;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4296092758;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9024023737;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9794285535;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4057705044;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0540567159;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8683033398;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1008990064;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;0937937586;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8677311240;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;2595087895;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8111670762;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;3392226742;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;2198198679;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0546084224;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;7865192067;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9985853529;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6686675236;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;2027385243;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;0351101926;Apple;iPhone 6s Plus;8;96.0;4032;3024
7612056208;9829096248;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;9145675203;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4613015423;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;4178073786;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4018536353;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;8370689740;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;3454904391;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;9016563850;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4838185603;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1329289564;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4669402665;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;3739645629;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;1945009016;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;2284323624;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;7721768069;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;6390242510;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4995202066;Apple;iPhone 6s Plus;1;96.0;4032;3024
7612056208;4222788622;Apple;iPhone 6s Plus;6;96.0;4032;3024
7612056208;5939281731;Apple;iPhone 6s Plus;1;96.0;4032;3024
6451030628;7789035884;Apple;iPhone 7;1;97.0;4032;3024
6451030628;8364308256;Apple;iPhone 7;1;96.0;4032;3024
6451030628;1679936033;Apple;iPhone 7;1;96.0;4032;3024
6451030628;4048274962;Apple;iPhone 7;1;96.0;4032;3024
6451030628;0598115673;Apple;iPhone 7;1;96.0;4032;3024
6451030628;9908499227;Apple;iPhone 7;1;97.0;4032;3024
6451030628;3096797042;Apple;iPhone 7;1;97.0;4032;3024
6451030628;6344281912;Apple;iPhone 7;1;96.0;4032;3024
6451030628;5100484136;Apple;iPhone 7;1;97.0;4032;3024
6451030628;2756643776;Apple;iPhone 7;1;97.0;4032;3024
6451030628;0910319874;Apple;iPhone 7;1;95.0;4032;3024
6451030628;0740601496;Apple;iPhone 7;1;97.0;4032;3024
6451030628;9349107992;Apple;iPhone 7;1;95.0;4032;3024
6451030628;8009212110;Apple;iPhone 7;1;95.0;4032;3024
6451030628;2144916766;Apple;iPhone 7;1;95.0;4032;3024
6451030628;9192363171;Apple;iPhone 7;6;95.0;4032;3024
6451030628;9049049087;Apple;iPhone 7;1;97.0;4032;3024
6451030628;9887803931;Apple;iPhone 7;1;95.0;4032;3024
6451030628;4018590352;Apple;iPhone 7;1;95.0;4032;3024
6451030628;0697954235;Apple;iPhone 7;1;97.0;4032;3024
6451030628;0821644370;Apple;iPhone 7;1;95.0;4032;3024
6451030628;3126751425;Apple;iPhone 7;6;95.0;4032;3024
6451030628;7133921162;Apple;iPhone 7;1;97.0;4032;3024
6451030628;0452850129;Apple;iPhone 7;1;95.0;4032;3024
6451030628;2836628527;Apple;iPhone 7;6;95.0;4032;3024
6451030628;5479940198;Apple;iPhone 7;1;97.0;4032;3024
6451030628;6255046021;Apple;iPhone 7;1;95.0;4032;3024
6451030628;4534595863;Apple;iPhone 7;6;95.0;4032;3024
6451030628;5460889483;Apple;iPhone 7;6;95.0;4032;3024
6451030628;0311075472;Apple;iPhone 7;6;95.0;4032;3024
9692509593;1104949529;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4538982283;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;3397082627;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;1872734519;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;2054354529;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;2778484918;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;6723474292;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;2366343853;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;3698239782;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;3981393608;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;6791645367;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;1534905963;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;8608436927;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4637171389;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4576100038;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;8231168802;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;9018192709;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;5663211821;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;3476728495;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;2162914008;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;0457355490;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;9632368381;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4508512069;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;8730136603;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;8005640396;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;4569139778;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;3305062938;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;5692276675;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;2828309201;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;3029043605;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;8393877071;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4697692849;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;5351325778;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;9055028449;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;0225500485;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;1949369659;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;7101058077;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;1424954497;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;1477203479;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;7181978057;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;3975085521;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;9730532563;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;7708019705;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;9106404945;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4621355250;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;1520872719;Apple;iPhone 7 Plus;1;95.0;4032;3024
9692509593;7312222762;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;1609291911;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;9164214470;Apple;iPhone 7 Plus;6;96.0;4032;3024
9692509593;7530290110;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;7996409789;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;4186930093;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;7576428532;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;0976989508;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;7339775735;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;6301116284;Apple;iPhone 7 Plus;1;96.0;4032;3024
9692509593;5924059206;Apple;iPhone 7 Plus;1;96.0;4032;3024
2637450826;6701679567;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;0004071346;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5938356915;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5810699793;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;4389516198;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5933281920;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;6185866247;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;4025511414;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;7355166369;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;3825992391;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;4462495449;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;6191620726;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;3635779858;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;9427680508;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;7607094804;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5749540529;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5807448626;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;7531927075;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5499528332;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;7512161148;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;0812876053;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;3020625419;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;1840194199;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;7173148392;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;8259933507;Apple;iPhone 8 Plus;1;95.0;4032;3024
2637450826;5011249274;Apple;iPhone 8 Plus;1;95.0;4032;3024
7669073668;3787582308;Apple;iPhone X;1;96.0;4032;3024
7669073668;2376490548;Apple;iPhone X;1;96.0;4032;3024
7669073668;8592581472;Apple;iPhone X;1;96.0;4032;3024
7669073668;6016203000;Apple;iPhone X;1;90.0;4032;3024
7669073668;3474325473;Apple;iPhone X;1;96.0;4032;3024
7669073668;7705494115;Apple;iPhone X;1;96.0;4032;3024
7669073668;5250397440;Apple;iPhone X;1;97.0;4032;3024
7669073668;5845793988;Apple;iPhone X;1;96.0;4032;3024
7669073668;6585290525;Apple;iPhone X;1;90.0;4032;3024
7669073668;5802391109;Apple;iPhone X;1;97.0;4032;3024
7669073668;8484224406;Apple;iPhone X;1;96.0;4032;3024
7669073668;6540858317;Apple;iPhone X;1;97.0;4032;3024
7669073668;8291417091;Apple;iPhone X;1;96.0;4032;3024
7669073668;2180927469;Apple;iPhone X;1;97.0;4032;3024
7669073668;4681601982;Apple;iPhone X;1;96.0;4032;3024
7669073668;3221249813;Apple;iPhone X;1;96.0;4032;3024
7669073668;1842205957;Apple;iPhone X;1;96.0;4032;3024
7669073668;9327691911;Apple;iPhone X;1;96.0;4032;3024
7669073668;9585425814;Apple;iPhone X;1;100.0;4032;3024
7669073668;7853814902;Apple;iPhone X;1;96.0;4032;3024
7669073668;3631135942;Apple;iPhone X;6;96.0;4032;3024
7669073668;4938815605;Apple;iPhone X;1;96.0;4032;3024
7669073668;7431447231;Apple;iPhone X;1;96.0;4032;3024
7669073668;9538405149;Apple;iPhone X;6;96.0;4032;3024
7669073668;3259441157;Apple;iPhone X;1;96.0;4032;3024
7669073668;5538052259;Apple;iPhone X;1;96.0;4032;3024
7669073668;9191380077;Apple;iPhone X;1;96.0;4032;3024
7669073668;0923156814;Apple;iPhone X;1;96.0;4032;3024
7669073668;8783865594;Apple;iPhone X;1;96.0;4032;3024
7669073668;2485412756;Apple;iPhone X;1;96.0;4032;3024
7669073668;8356795184;Apple;iPhone X;1;95.0;4032;3024
7669073668;9679626880;Apple;iPhone X;1;96.0;4032;3024
7669073668;5691784641;Apple;iPhone X;1;96.0;4032;3024
7669073668;2088996529;Apple;iPhone X;1;96.0;4032;3024
7669073668;8018851793;Apple;iPhone X;1;97.0;4032;3024
7669073668;1649791473;Apple;iPhone X;1;96.0;4032;3024
7669073668;5755574498;Apple;iPhone X;1;96.0;4032;3024
7669073668;1222583201;Apple;iPhone X;1;97.0;4032;3024
7669073668;1864872502;Apple;iPhone X;1;96.0;4032;3024
7669073668;3898841235;Apple;iPhone X;1;97.0;4032;3024
7669073668;6762612739;Apple;iPhone X;6;96.0;4032;3024
7669073668;6604796347;Apple;iPhone X;1;97.0;4032;3024
7669073668;7397771292;Apple;iPhone X;1;97.0;4032;3024
7669073668;4740921087;Apple;iPhone X;1;97.0;4032;3024
7669073668;6196456599;Apple;iPhone X;1;97.0;4032;3024
7669073668;1674200098;Apple;iPhone X;1;96.0;4032;3024
7669073668;1134963550;Apple;iPhone X;1;97.0;4032;3024
7669073668;6583946351;Apple;iPhone X;3;96.0;4032;3024
7669073668;8756763091;Apple;iPhone X;3;96.0;4032;3024
7669073668;5283316150;Apple;iPhone X;3;96.0;4032;3024
7669073668;3983687404;Apple;iPhone X;3;96.0;4032;3024
7669073668;3378196771;Apple;iPhone X;1;97.0;4032;3024
7669073668;1141860329;Apple;iPhone X;1;97.0;4032;3024
7669073668;8089559388;Apple;iPhone X;3;96.0;4032;3024
7669073668;5806532270;Apple;iPhone X;6;96.0;4032;3024
7669073668;4355156840;Apple;iPhone X;3;96.0;4032;3024
7669073668;3997365718;Apple;iPhone X;3;96.0;4032;3024
7669073668;6024770840;Apple;iPhone X;6;96.0;4032;3024
7669073668;8562839089;Apple;iPhone X;6;96.0;4032;3024
7669073668;1023484105;Apple;iPhone X;6;96.0;4032;3024
7669073668;1628589763;Apple;iPhone X;3;96.0;4032;3024
7669073668;7584956895;Apple;iPhone X;3;96.0;4032;3024
7669073668;2021583379;Apple;iPhone X;3;96.0;4032;3024
7669073668;0236473821;Apple;iPhone X;3;96.0;4032;3024
7669073668;1615723022;Apple;iPhone X;3;96.0;4032;3024
7669073668;3931353173;Apple;iPhone X;3;96.0;4032;3024
7669073668;4154681502;Apple;iPhone X;3;96.0;4032;3024
7669073668;4381244747;Apple;iPhone X;6;96.0;4032;3024
7669073668;3048256132;Apple;iPhone X;6;95.0;4032;3024
